age,ex_female,ex_male,qx_female,qx_male
65,20.707551956176758,18.194311141967773,0.010134931653738022,0.01619645766913891
70,16.81903076171875,14.742023468017578,0.014755056239664555,0.022641876712441444
75,13.150059700012207,11.483433723449707,0.02371167577803135,0.033521804958581924
80,9.850543022155762,8.532221794128418,0.04049275815486908,0.05416397005319595
85,7.04380464553833,6.059783935546875,0.07093130052089691,0.09216026961803436
90,4.818619251251221,4.136388778686523,0.12854096293449402,0.15989795327186584
95,3.2588064670562744,2.8280842304229736,0.21597741544246674,0.2562834620475769
100,2.2608911991119385,2.0126354694366455,1.0,1.0
