sex,c0,c1_per_10y,death_multiplier_at_65,death_multiplier_at_75,death_multiplier_at_85,death_multiplier_at_95,e65_uncalibrated,e65_calibrated,e65_life_table_2023,loss
male,-0.1455917836389634,0.02373875668826216,0.864510538509275,0.8852784710179752,0.9065453066648949,0.928323030482305,17.485144052652153,18.229266383687477,18.194311141967773,0.0015725476859637872
female,-0.18551447382642744,0.0826144468457995,0.8306768124219119,0.9022171663472638,0.9799187880042171,1.0643123040667757,20.354021229263687,20.739170561108846,20.70755195617676,0.0008300177278712845
